,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
685309,False,/vuBc6EnKoQpB58qukQH8qjYKhrD.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",http://SexandtheFuturemovie.com,685309,tt7541838,en,Sex and the Future,"When misfits Barry and Evan design their ideal woman as a robot, they realize a fortune could be made if they had the money to mass produce their prototype. A wealthy prince soon finds out about their invention and the three hatch a plan to rule the world and change sex and the future! If life were that simple.",2.349,/hHtJhevKKC3ZNPslcojfLMecYjo.jpg,"[{'id': 22193, 'logo_path': None, 'name': 'Indican Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-04-01,0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Sex and the Future,Sex and the Future,False,4.6,5
277542,False,,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",,277542,tt0220864,en,Perfect Lover,"In a futuristic world where women run the show, a shy plastics' designer buys a female robot, so he gains confidence and becomes a lady's man, but he falls for plastic woman.",2.333,/gyrOXxrPL6i08UAjkDUbnV5hS3d.jpg,"[{'id': 2763, 'logo_path': None, 'name': 'Tonic Films', 'origin_country': ''}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-20,0,92.0,[],Released,"If you could order the perfect partner on a computer, what would you ask for?",Perfect Lover,False,0.0,0
316286,False,,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",,316286,tt1844663,en,Gaiking,"When Earth is invaded by an alien army of horrors, a giant robot named Gaiking is constructed to defend the Earth.",2.271,,"[{'id': 3341, 'logo_path': '/dTG5dXE1kU2mpmL9BNnraffckLU.png', 'name': 'Fuji Television Network', 'origin_country': 'JP'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",2011-01-01,0,120.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Gaiking,False,0.0,0
407356,False,,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",https://killerrobots.tv/,407356,tt5069090,en,The Killer Robots! Crash and Burn,Robot mercenaries are sent on a mission to activate a machine that will bring about a new age of enlightenment.,2.25,,"[{'id': 93962, 'logo_path': None, 'name': 'Lushy Lemming', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-07-15,0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Killer Robots! Crash and Burn,False,6.0,3
72091,False,/2pmE1OzlTY5xRpFWEPcw6KEoHOW.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",,72091,tt0059887,en,Voyage to the Prehistoric Planet,"In 2020, after the colonization of the moon, the spaceships Vega, Sirius and Capella are launched from Lunar Station 7. They are to explore Venus under the command of Professor Hartman, but an asteroid collides and explodes Capella. The leader ship Vega stays orbiting and sends the astronauts Kern and Sherman with the robot John to the surface of Venus, but they have problems with communication with Dr. Marsha Evans in Vega. The Sirius lands in Venus and Commander Brendan Lockhart, Andre Ferneau and Hans Walter explore the planet and are attacked by prehistoric animals. They use a vehicle to seek Kern and Sherman while collecting samples from the planet. Meanwhile John helps the two cosmonauts to survive in the hostile land.",2.231,/3Zpax52NVEyf8nIcKlaWgGa6kb8.jpg,"[{'id': 14047, 'logo_path': None, 'name': 'Roger Corman Productions', 'origin_country': ''}, {'id': 49734, 'logo_path': None, 'name': 'American-International Television (AIP-TV)', 'origin_country': ''}]","[{'iso_3166_1': 'SU', 'name': 'Soviet Union'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-08-01,0,78.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Voyage to the Prehistoric Planet,False,4.2,19
166631,False,/tlB6wIAUTGCB5t2ZDk89FXrSxnm.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,166631,tt0053102,es,La nave de los monstruos,A singing cowboy falls foul of alien invaders and beautiful women from Venus.,2.2,/1iItvyhsDQ7qhHJmOkMhMznZp1u.jpg,"[{'id': 13119, 'logo_path': None, 'name': 'Producciones Sotomayor', 'origin_country': ''}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",1960-01-22,0,81.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Ship of Monsters,False,6.4,18
29410,False,/zbIHZkwDmBDO6pEVJqQHH1Llnnf.jpg,"{'id': 543144, 'name': 'Mysterious Doctor Satan, The', 'poster_path': '/qAe4MS10QyDRYpUjVr5KxQtIq7V.jpg', 'backdrop_path': '/a5SjVjcJGoCFpdz4gyXrUZR7FtL.jpg'}",147381,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",,29410,tt0032832,en,Mysterious Doctor Satan,"A mad scientist named Dr. Satan plots to steal key pieces of technology to enable him to build an army of robots based on his prototype to conquer America. The only one standing in his way is Bob Wayne, who fights Satan as the enigmatic Copperhead.  Mysterious Doctor Satan is a 1940 film serial named after its chief villain. Doctor Satan's main opponent is the masked mystery man, ""The Copperhead"", whose secret identity is Bob Wayne, a man searching for justice and revenge on Satan for the death of his step-father. The serial charts the conflict between the two as Bob Wayne pursues Doctor Satan, while the latter completes his plans for world domination.",2.191,/xSPCXeiwCHC7I0OzolebQLHrSxI.jpg,"[{'id': 1432, 'logo_path': '/8AcaWEWQ8MFUBGlt9WxGGBAMpMG.png', 'name': 'Republic Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-12-13,0,267.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,CRAZED WITH THE LUST TO KILL! A power-mad maniac unleashes a lightning attack on an unsuspecting nation...And finds the Copperhaed thirsting for revenge!,Mysterious Doctor Satan,False,4.5,2
45607,False,,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,45607,tt0031796,en,The Phantom Creeps,A mad scientist attempts to rule the world by creating various elaborate inventions.,2.19,/gsjPEN30Z7WJFMQIgAYUzbxCjvx.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-01-07,0,265.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Phantom Creeps,False,4.2,12
24212,False,/m92hjb9S6Tv55VQqP9OpXqxI5xN.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,24212,tt0046907,en,Devil Girl from Mars,"Eight people at a remote Scottish inn find themselves confronted by a woman from Mars, who has landed her flying saucer for repairs but intends to soon conquer the Earth and enslave its men for breeding purposes.",2.173,/rYQrxfPwM7h7Ba0iW0f0iogUHrL.jpg,"[{'id': 5078, 'logo_path': None, 'name': 'Danziger Productions Ltd.', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1954-05-01,0,77.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Invasion from Outer Space!...Sights too weird to imagine! Destruction too monstrous to escape!,Devil Girl from Mars,False,6.0,26
469211,False,/y2wtPyzTjh7oGtjFcPpimgIh97Y.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",http://gasolinemask.com/nishiki/cocolors.html,469211,tt6451666,ja,COCOLORS,"Aki isn’t a brave little boy, but he’s dedicated nonetheless to safeguarding his sickly, mute friend Fuyu. They and their little gang live deep underground, in the concrete warrens to which survivors have fled following the eruption of Mt. Fuji. The community is in decline, however, as illness and despair take their toll. Fuyu dreams of the outside world, which he is too frail to ever reach. But what colour is the sky out there?",2.127,/jciTaTS3uiocUonalKktRMf8kOc.jpg,"[{'id': 93154, 'logo_path': '/vTNoVe4tBhY1hshuVVF7fA2RbSD.png', 'name': 'Kamikaze Douga', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2017-11-15,0,46.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Cocolors,False,7.2,3
701778,False,,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",https://samgaffin.com/film/the-killer-robots-and-the-battle-for-the-cosmic-potato/,701778,tt1489965,en,The Killer Robots and the Battle for the Cosmic Potato,"After escaping from an asteroid prison, a band of robotic mercenaries are recruited by alien plant-people to help find the Cosmic Potato of Power.",2.125,/ygqeOV6DRRyw8Xf0DfhrhUp5ckl.jpg,"[{'id': 93962, 'logo_path': None, 'name': 'Lushy Lemming', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-09,0,80.0,[],Released,,The Killer Robots and the Battle for the Cosmic Potato,False,0.0,0
380254,False,/xdM02ZpP1semjasWGyxGbh3zllC.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,380254,tt4788944,ko,"로봇, 소리","While desperately searching for his missing daughter, Hae-kwan comes across an AI satellite robot that remembers sounds from all over the world. Rejuvenated by the robot's abilities, Hae-kwan begins to track down his daughter's voice. As they continue their journey, they form an unforgettable bond.",2.125,/ybQ2vE5MiwKAB5RlS845srubCSM.jpg,"[{'id': 7819, 'logo_path': '/ghFZAt4edln0M7BzDExyYMzUGX1.png', 'name': 'Lotte Entertainment', 'origin_country': 'KR'}, {'id': 11431, 'logo_path': None, 'name': 'DCG Plus', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2016-01-27,0,117.0,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,I think this robot will find my daughter...,SORI: Voice from the Heart,False,7.6,13
90782,False,/scAEKVSuTXAUtxtQv0KOQ7azea3.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",,90782,tt0988142,ja,鉄人28号 白昼の残月,"Japan, ten years after World War II. Boy detective Shotaro solves mysteries and fights crime with the help of Tetsujin 28, the 50-foot tall giant robot left for him by his late genius father. But one day he's shocked to learn that his father also adopted and raised another boy named Shotaro, now a repatriated soldier. Just as surprising to our young hero is the fact that his “big brother” can also control Tetsujin, even better than he can. But with the emergence of this elder brother comes danger, as a mysterious assassin, Morning Moon, closes in on the boy for being unworthy of controlling the robot. Meanwhile, the capital faces destruction when multiple bombs are discovered, planted by the two Shotaros' father himself!",2.122,/shZGiM4TQziUsSh0N4SruBAJT4N.jpg,"[{'id': 23399, 'logo_path': '/tXMheRYcKXCK1a90NRESqO1ibhQ.png', 'name': 'King Records', 'origin_country': 'JP'}, {'id': 5751, 'logo_path': None, 'name': 'GENCO', 'origin_country': 'JP'}, {'id': 955, 'logo_path': '/5xnXD3PJI1HqOJceSAKZ3fDqO1V.png', 'name': 'Nikkatsu Corporation', 'origin_country': 'JP'}, {'id': 21504, 'logo_path': None, 'name': 'Star Child Recording', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2007-03-31,0,95.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Tetsujin 28: Morning Moon of Midday,False,5.3,3
45097,False,/gWSZQTOhAAGFVaWPci1xH5EdtWN.jpg,,10000000,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",,45097,tt0907678,en,Edison & Leo,"The film is about the relationship between crazy scientist George Edison and his son Leo. After being electrocuted as a child, Leo is no longer able to touch people without electrocuting them.",2.096,/oRWVakC4UfXAgdh7wrrugiwO4JC.jpg,"[{'id': 20340, 'logo_path': None, 'name': 'A Perfect Circle Entertainment', 'origin_country': ''}, {'id': 124989, 'logo_path': None, 'name': 'Perfect Circle Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2008-09-04,1000000,79.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,It's all in the name of science.,Edison And Leo,False,7.1,6
398334,False,/vxTu8OXxHI2KQjIFnjWIOptuyZo.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",http://lineup.toei-anim.co.jp/en/movie/movie_maken/,398334,tt13074010,ja,魔犬ライナー００１１変身せよ!,A boy named Tsutomu and four cyborg dogs fight against insect-type aliens from the Planet Devil.,2.094,/3gkQD9zvqFJqDm3RIE0kiN9EDY7.jpg,"[{'id': 5542, 'logo_path': '/ayE4LIqoAWotavo7xdvYngwqGML.png', 'name': 'Toei Animation', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1972-07-16,0,50.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,GO GET THEM 0011!!,False,6.8,2
513153,False,,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",,513153,tt7901352,fr,Hybrids,"When marine wildlife has to adapt to the pollution surrounding it, the rules of survival change.",2.05,/hl1YoRgcpq7qYU4ahCOpHk7OU8F.jpg,"[{'id': 94117, 'logo_path': None, 'name': 'MOPA', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2017-06-28,0,6.0,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Hybrids,False,6.7,10
73247,False,/u3GuVAdzlaX0PCbQlywGkVknVdy.jpg,,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",,73247,tt0082507,en,Heartbeeps,Domestic robots fall in love and run off together.,2.033,/zxK1jyN8apEUyYerMLStaHIM2z8.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-12-18,2154696,79.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Meet a modern nuclear family unlike any other.,Heartbeeps,False,3.6,14
56767,False,/2XEoHiEWY7SiF3UuSbuCkTTHLbk.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,56767,tt0051484,en,The Colossus of New York,"A brilliant surgeon encases his dead son's brain in a large robot body, with unintended results...",1.993,/9kSws2eCyBOFgu0JCYZpmFEgZ9u.jpg,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-06-26,0,70.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Towering above the skyline ~ an indestructible creature whose eyes rain death and destruction!,The Colossus of New York,False,5.6,22
35617,False,,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,35617,tt0177213,en,The Strange Case of Señor Computer,A lonely computer wiz creates a robot with human-like intelligence. They will influence and teach each other as their lives spin out of control.,1.982,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-01-01,0,91.0,[],Released,,The Strange Case of Señor Computer,False,6.0,4
406114,False,/ePu7HHWMPSei2r7l2LTjPUewNOV.jpg,"{'id': 916692, 'name': 'Adam Collection', 'poster_path': '/ldV5iWYUtMbwU1tHK0n9PuOKu1x.jpg', 'backdrop_path': '/c5RvuFVBu3oN1EysVlPI0VTx7kZ.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",https://unity3d.com/pages/adam,406114,tt5905842,en,Adam,The Adam demo is a real-time-rendered short film created with the Unity engine by our demo team. It runs at 1440p on a GeForce GTX980 and was shown on the booths at our Unite Europe conference.,1.98,/sLWE7CJQyaXML8mvjWXFFnLiUgC.jpg,"[{'id': 95725, 'logo_path': None, 'name': 'Unity Technologies', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-20,0,6.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Adam,False,7.0,11
627384,False,,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",,627384,tt12737150,ja,Kidou Senshi SD Gundam,"A collection of short parodies of the Mobile Suit Gundam saga. Episode 1 pokes fun at key events that occurred during the One Year War. In episode 2, Amuro, Kamille and Judau fight over who runs the better pension when Char comes in to crash their party. Episode 3 is the SD Olympics, an array of athletic events pitting man with mobile suit.",1.975,/4QyI8LN9Eulb6LZ9g4aJN7dCDvm.jpg,"[{'id': 3153, 'logo_path': '/yKZ9UarLSu9Y4Gpw33nKRQOPM7z.png', 'name': 'SUNRISE', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1988-05-12,0,30.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Mobile Suit SD Gundam Mk I,False,5.6,20
668846,False,/bTSrfYjBQIE8F10YnyQ4Dj9ctbV.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,668846,,ja,夢が覚めるまで,"One night, university student Souta meets a girl he has never met before. Yuki, who claims to have been saved by Souta in the past, seems to know nothing about outside world, from shopping to holding a fork. There is also something curious about her. She is extremely afraid of getting her skin touched. The curious life of the strange girl changes little by little.  There are men who seek to capture Yuki. It is said that Yuki has a power which holds the fate of the world, and they want her to sacrifice herself for the world. What is the power within Yuki? Why does she refuse to be touched? At last, Yuki reveals to Souta her hidden truth.",1.96,/1BLAV3JWeWx7TYFGjslgeCT3iAk.jpg,"[{'id': 128576, 'logo_path': '/60cKNuBo5QCjevKf23eP6GXo8Yi.png', 'name': 'FLAT STUDIO', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2017-07-13,0,0.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Before you wake up,False,0.0,0
76427,False,/xAkbXoO4BT3Bqv2wuJtvlFCBxjN.jpg,,0,"[{'id': 16, 'name': 'Animation'}]",,76427,tt0084774,ja,テクノポリス21C,"The year is 2001 and the criminals have taken over Centinel City. The Police have lost control. The citizens are terrified... and no one can stop the madness. Even the Techno Police, a special anti-crime squad, find the situation hopeless until a wise cracking cop with an uncanny knack for out-guessing the criminals joins the force.  When a powerful experiment tank is hijacked, the Techno Police and their newest recruit go to work. Equipped with an ultra-sonic car and crime-fighting Technoids, the rookie cop sets out on a death defying high-speed chase through the streets... trying to capture the crooks and trying to stay alive.  But no one is aware of the awesome powers about to be unleashed.",1.941,/uEXOSpTWVeo4u9G7K5Ep1cYjObJ.jpg,"[{'id': 12302, 'logo_path': '/lkxJXc0o9M2vVoQOyWeZfiNAsXl.png', 'name': 'ARTMIC Co., Ltd.', 'origin_country': 'JP'}, {'id': 3529, 'logo_path': None, 'name': 'Studio Nue', 'origin_country': 'JP'}, {'id': 12303, 'logo_path': None, 'name': 'Dragon Production', 'origin_country': ''}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'Toho', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1982-08-07,0,80.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,In 2001 cops don't need .44 magnums... they have robots!,Techno Police 21C,False,6.3,5
254538,False,,,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://patlabor-nextgeneration.com/,254538,tt3216086,ja,THE NEXT GENERATION パトレイバー 首都決戦,"An attack takes place on Rainbow Bridge in Odaiba, Tokyo by the fighter helicopter `Gray Ghost`. 2 days earlier, the Gray Ghost was stolen. The perpetrators are followers of Yukihito Tsuge. Yukihito Tsuge planned a coup of Tokyo 13 years earlier. The leader of Special Vehicle Section 2, Keiji Gotoda, sets out to stop the terrorists.",1.938,/2O99XZfHjGzxCla0UelT96hhcCh.jpg,"[{'id': 5808, 'logo_path': None, 'name': 'Omnibus Japan', 'origin_country': 'JP'}, {'id': 1780, 'logo_path': '/2KJ1cSBOGABQotDWSRPNY4C9amg.png', 'name': 'Tohokushinsha Film Corporation', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2015-05-01,0,100.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,The Next Generation Patlabor: Tokyo War,False,6.8,20
213110,False,,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",,213110,tt0468445,en,The Amazing Screw-On Head,"Based on the award-winning comic book by Mike Mignola (creator of Hellboy), The Amazing Screw-On Head chronicles the adventures of a Civil War-era secret agent with an extraordinary special power who serves under president Abraham Lincoln.",1.927,/gTANNf43FKKxN5bEGNGIhBF9Wg2.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 2526, 'logo_path': '/kzIW6QWhacDwzGoXEIWhac8rb70.png', 'name': 'Kickstart', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-08-20,0,22.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Put the screw to villainy.,The Amazing Screw-On Head,False,7.9,26
62877,False,/lg8rWZF7kb6209Kb5oGvrIbkoZz.jpg,"{'id': 204790, 'name': 'Zëiram Collection', 'poster_path': '/3jp7seLsUQfuyswvye5KrBJthp.jpg', 'backdrop_path': '/yYA0Aca6YHWC0e6jnSuJL5rgJwX.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,62877,tt0111822,ja,ゼイラム 2,"Intergalactic bounty hunters Iria and Bob return to track down an ancient mystical relic. When a second Zeiram unit shows up and goes berserk, it takes all of Iria's resources to survive a deadly game of cat-and-mouse with the fearsome space creature.",1.917,/yPUlS9EYfNlVgwSKX1RQAnfsGOO.jpg,"[{'id': 528, 'logo_path': '/fO3Aof3lXQclYpBByYC8aneTXwA.png', 'name': 'Bandai Visual', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1994-12-17,0,107.0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Zëiram 2,False,5.7,8
28912,False,/aJkWnVcyLjnHLTYi5Zx2w8EXqwc.jpg,"{'id': 413946, 'name': 'Gamma One Collection', 'poster_path': '/agsymV8XjYmRJmoKYg2Vbf2mZfv.jpg', 'backdrop_path': '/hUlp1yzXEgcdTmvnn4EP2AYfJzY.jpg'}",0,"[{'id': 878, 'name': 'Science Fiction'}]",,28912,tt0059914,it,I criminali della galassia,"A rogue cop must stop a scientist from taking over the world with his deadly female robots, who are shrinking the world leaders.",1.896,/bh9DMn16acKtoHGAqNgo4hyodcD.jpg,"[{'id': 6176, 'logo_path': None, 'name': 'Southern Cross Feature Film Company', 'origin_country': ''}, {'id': 20562, 'logo_path': None, 'name': 'Mercury Film International', 'origin_country': ''}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1966-07-15,0,93.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,WILD is the Word For This World!,"The Wild, Wild Planet",False,4.6,14
411098,False,,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",https://sites.google.com/site/theriseoftherobotsmovie/,411098,tt2577662,en,The Rise of the Robots,"What would you do if you were a Robot and didn't even know it? Take a trip down memory lane and relive a classic robot Sci-Fi film straight from the past using your modern technology devices. The last four human beings will have to fight to save the world from the robots! Two college students, one professor and a county Hillbilly face a world taken over by robots. Will they save planet earth from the rise of the robots? Stoner, Lottie, Professor Beowulf and Bubba have to fight against Robot Technology to save humanity!",1.892,/imCotaLhzDTXruVxYh1FLGSfKFQ.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-12-09,0,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Two college students, one professor and a county local face a world taken over by robots.",The Rise of the Robots,False,3.0,2
111196,False,,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,111196,tt1665744,en,Iron Soldier,"Scientists have created a robot that promises to be a powerful weapon for the U.S. Military. However, a group of renegades break into the base in an attempt to steal the metal soldier.",1.881,/nJFMaZr1MUu1yIUJRKc8ujUeOtg.jpg,"[{'id': 15132, 'logo_path': None, 'name': 'Dudez Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2010-06-24,0,75.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The ultimate weapon of the future.,Iron Soldier,False,5.2,3
26181,False,/jUqks9W955gWebqdRzgGcEO4yjO.jpg,"{'id': 460334, 'name': 'Bulldog Drummond (Richard Johnson) Collection', 'poster_path': '/AitizikF3wF5n66f5tSJPho7Gr9.jpg', 'backdrop_path': '/xkiVm8luCYK5yQBaWQFkdnBsusN.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,26181,tt0065009,en,Some Girls Do,A series of unexplainable accidents befall the people and companies responsible for developing the world's first supersonic airliner. A British agent is sent to investigate and with the help of another agent uncovers a plot masterminded by Carl Petersen who stands to gain eight million pounds if the aircraft is not ready by a certain date.,1.868,/iJPkFpHNChAIXZKo7Gfo5i0RnhS.jpg,"[{'id': 12161, 'logo_path': None, 'name': 'Ashdown Film Productions', 'origin_country': ''}, {'id': 364, 'logo_path': None, 'name': 'The Rank Organisation', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1969-01-23,0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Some Girls Will Do Anything In The Dark... Even Murder!,Some Girls Do,False,6.6,7
